"sensanaly","ID","scenario","region","soiltype","initdenres_collapsed","year","crop","fertcost","seedcost","herbcost","sundry","varcost","wtd_yield_mean","wtd_yield_sd","wtd_yield_se","wtd_yield_n","wtd_yield_ci_l","wtd_yield_ci_u","wtd_gp_mean","wtd_gp_sd","wtd_gp_se","wtd_gp_n","wtd_gp_ci_l","wtd_gp_ci_u","wtd_fuelcost_mean","wtd_fuelcost_sd","wtd_fuelcost_se","wtd_fuelcost_n","wtd_fuelcost_ci_l","wtd_fuelcost_ci_u","wtd_labcost_mean","wtd_labcost_sd","wtd_labcost_se","wtd_labcost_n","wtd_labcost_ci_l","wtd_labcost_ci_u","wtd_opscost_mean","wtd_opscost_sd","wtd_opscost_se","wtd_opscost_n","wtd_opscost_ci_l","wtd_opscost_ci_u","wtd_opp_cost_mean","wtd_opp_cost_sd","wtd_opp_cost_se","wtd_opp_cost_n","wtd_opp_cost_ci_l","wtd_opp_cost_ci_u"
"lower","BAU_e_l_LD-LR_6","BAU","east","light","LD-LR",6,"wosr",202.3,23.49,67.26,192,485.05,2.37,3.24594453524657e-16,3.77333387715818e-17,74,2.37,2.37,262.9,3.52044672402674e-14,4.09243618991522e-15,74,262.9,262.9,174,2.2314903955172e-14,2.59405489358386e-15,74,174,174,95,1.36143267841501e-14,1.58263334174419e-15,74,95,95,269,3.64400855662571e-14,4.23607390270011e-15,74,269,269,0,0,0,74,0,0
"upper","BAU_e_l_LD-LR_1","BAU","east","light","LD-LR",1,"winterwheat",142.06,72,168.66,182,564.72,6.381,0.0996757757630842,0.011587073572417,74,6.35828933579806,6.40371066420194,682.814,18.1893188377361,2.11446536524529,74,678.669647884119,686.958352115881,91,0,0,74,91,91,49,0,0,74,49,49,140,0,0,74,140,140,0,0,0,74,0,0
"upper","BAU_e_l_LD-LR_2","BAU","east","light","LD-LR",2,"winterwheat",142.06,72,168.66,182,564.72,5.28662820741402,0.342835067236608,0.0398537670448342,74,5.20851482400615,5.3647415908219,475.862739762795,62.0119041341807,7.2087374296066,74,461.733614400767,489.991865124824,95.455184985655,0.385705505356137,0.0448373542481425,74,95.3673037713287,95.5430661999814,51.7725534439449,0.170647718881113,0.0198373943769485,74,51.7336721509661,51.8114347369237,147.2277384296,0.55624080592308,0.0646616802615171,74,147.101001536287,147.354475322912,0,0,0,74,0,0
"upper","BAU_e_l_LD-LR_3","BAU","east","light","LD-LR",3,"wosr",202.3,23.49,67.26,192,485.05,2.37,1.72387246825033e-16,2.0039610392958e-17,74,2.37,2.37,262.9,1.99590568620574e-14,2.3201932317678e-15,74,262.9,262.9,174,1.15233668520799e-14,1.33956418693309e-15,74,174,174,95,6.4417579027296e-15,7.48839145551653e-16,74,95,95,269,2.10386932109715e-14,2.44569840803106e-15,74,269,269,0,0,0,74,0,0
"upper","BAU_e_l_LD-LR_4","BAU","east","light","LD-LR",4,"winterwheat",142.06,72,168.66,182,564.72,5.43559773639585,0.498121381767669,0.0579054344383001,74,5.32210308489679,5.54909238789492,511.699780760806,90.1456741146046,10.4792217587926,74,491.160506113573,532.23905540804,90.0074200107621,0.520963680028458,0.0605607976745988,74,89.8887208473199,90.1261191742043,48.570936890928,0.241285811294019,0.0280489058253164,74,48.5159610355104,48.6259127463457,138.57835690169,0.762092318214759,0.088591432497269,74,138.404717693995,138.751996109385,0,0,0,74,0,0
"upper","BAU_e_l_LD-LR_5","BAU","east","light","LD-LR",5,"winterwheat",142.06,72,168.66,182,564.72,5.28721924282422,0.13790907783321,0.0160316046594482,74,5.2557972976917,5.31864118795674,475.498771475578,24.9617572737577,2.90174534197069,74,469.811350605315,481.186192345841,95.7857871164837,0.146210282605852,0.0169966001129968,74,95.7524737802623,95.8191004527052,51.9133949420913,0.0603700934634366,0.00701788081586818,74,51.8996398956922,51.9271499884904,147.699182058575,0.206577614038653,0.0240141598493255,74,147.65211430527,147.74624981188,0,0,0,74,0,0
"upper","BAU_e_l_LD-LR_6","BAU","east","light","LD-LR",6,"wosr",202.3,23.49,67.26,192,485.05,2.37,3.24594453524657e-16,3.77333387715818e-17,74,2.37,2.37,262.9,3.52044672402674e-14,4.09243618991522e-15,74,262.9,262.9,174,2.2314903955172e-14,2.59405489358386e-15,74,174,174,95,1.36143267841501e-14,1.58263334174419e-15,74,95,95,269,3.64400855662571e-14,4.23607390270011e-15,74,269,269,0,0,0,74,0,0
"lower","BAU_n_h_LD-HR_1","BAU","north","heavy","LD-HR",1,"winterwheat",191.76,72,168.66,182,614.42,8.96,0,0,74,8.96,8.96,1063.78,0,0,74,1063.78,1063.78,117,0,0,74,117,117,63,0,0,74,63,63,180,0,0,74,180,180,0,0,0,74,0,0
"lower","BAU_n_h_LD-HR_2","BAU","north","heavy","LD-HR",2,"winterwheat",191.76,72,168.66,182,614.42,7.86652221451928,0.122595226187361,0.0142514055655452,74,7.83858945961081,7.89445496942774,869.595849511045,22.1404882849482,2.57377948376042,74,864.551241722875,874.640457299215,113.812461742184,0.116424716227316,0.0135340983528447,74,113.785934909412,113.838988574955,60.8124617421836,0.116424716227314,0.0135340983528445,74,60.785934909412,60.8389885749551,174.624923484367,0.232849432454628,0.0270681967056889,74,174.571869818824,174.67797714991,0,0,0,74,0,0
"lower","BAU_n_h_LD-HR_3","BAU","north","heavy","LD-HR",3,"wosr",202.3,23.49,67.26,192,485.05,3.35,3.20405962516981e-16,3.72464365820397e-17,74,3.35,3.35,546.2,4.2077386421943e-14,4.89139681606212e-15,74,546.2,546.2,203,1.88175792709982e-14,2.18749915712819e-15,74,203,203,111,9.9795284310287e-15,1.1600966158839e-15,74,111,111,314,2.66120758160765e-14,3.0935909756904e-15,74,314,314,0,0,0,74,0,0
"lower","BAU_n_h_LD-HR_4","BAU","north","heavy","LD-HR",4,"winterwheat",191.76,72,168.66,182,614.42,8.33708347643644,0.150795930677438,0.0175296708734288,74,8.30272532152452,8.37144163134836,951.165211056269,27.2618420999074,3.16912477192107,74,944.953726503304,957.376695609235,116.467592714903,0.128885410835417,0.0149826246781443,74,116.438226770534,116.496958659272,62.4675927149029,0.128885410835416,0.0149826246781442,74,62.4382267705338,62.4969586592721,178.935185429806,0.257770821670834,0.0299652493562886,74,178.876453541068,178.993917318544,0,0,0,74,0,0
"lower","BAU_n_h_LD-HR_5","BAU","north","heavy","LD-HR",5,"winterwheat",191.76,72,168.66,182,614.42,7.42194882449666,0.070067595858255,0.00814519257097836,74,7.40598424705754,7.43791340193578,788.475177473253,12.646690252948,1.47014787982968,74,785.593687628787,791.356667317719,113.80487564052,0.070455098902216,0.00819023888484486,74,113.788822772305,113.820928508734,60.8048756405195,0.0704550989022155,0.0081902388848448,74,60.7888227723052,60.8209285087338,174.609751281039,0.140910197804429,0.0163804777696893,74,174.57764554461,174.641857017468,0,0,0,74,0,0
"lower","BAU_n_h_LD-HR_6","BAU","north","heavy","LD-HR",6,"wosr",202.3,23.49,67.26,192,485.05,3.35,3.88958086150824e-16,4.52154590853483e-17,74,3.35,3.35,546.2,7.16552070647653e-14,8.32974862497841e-15,74,546.2,546.2,203,2.57670316109184e-14,2.99535658220661e-15,74,203,203,111,1.38160315009754e-14,1.60608103879862e-15,74,111,111,314,4.36267627919965e-14,5.0715081606063e-15,74,314,314,0,0,0,74,0,0
"upper","BAU_n_h_LD-HR_1","BAU","north","heavy","LD-HR",1,"winterwheat",191.76,72,168.66,182,614.42,8.822,0.138941990457632,0.016151678313066,74,8.79034271050639,8.85365728949361,1038.895,25.0548654531752,2.91256894797571,74,1033.18636486197,1044.60363513803,117,0,0,74,117,117,62.7,0.302047805342679,0.0351123441588393,74,62.6311798054487,62.7688201945513,179.7,0.30204780534269,0.0351123441588405,74,179.631179805449,179.768820194551,0,0,0,74,0,0
"upper","BAU_n_h_LD-HR_2","BAU","north","heavy","LD-HR",2,"winterwheat",191.76,72,168.66,182,614.42,5.77211024694443,0.765386322681551,0.0889743527385452,74,5.59772051557688,5.94649997831197,491.491704978737,138.206508052399,16.06618022012,74,460.001991747301,522.981418210172,111.150292785079,1.00217733531721,0.116500748833198,74,110.921951317366,111.378634252792,59.3483187504629,0.475579459749379,0.0552849892309265,74,59.2399601715703,59.4566773293555,170.498611535542,1.47719629390424,0.171720581127489,74,170.162039196532,170.835183874552,0,0,0,74,0,0
"upper","BAU_n_h_LD-HR_3","BAU","north","heavy","LD-HR",3,"wosr",202.3,23.49,67.26,192,485.05,3.35,3.20405962516981e-16,3.72464365820397e-17,74,3.35,3.35,546.2,4.2077386421943e-14,4.89139681606212e-15,74,546.2,546.2,203,1.88175792709982e-14,2.18749915712819e-15,74,203,203,111,9.9795284310287e-15,1.1600966158839e-15,74,111,111,314,2.66120758160765e-14,3.0935909756904e-15,74,314,314,0,0,0,74,0,0
"upper","BAU_n_h_LD-HR_4","BAU","north","heavy","LD-HR",4,"winterwheat",191.76,72,168.66,182,614.42,4.26857792502504,0.543416896694383,0.063170931094216,74,4.14476290008037,4.3923929499697,215.829041673096,98.2253026385645,11.4184594966302,74,193.448861059701,238.209222286491,111.657503139576,0.60277611850211,0.0700713004670349,74,111.52016339066,111.794842888491,60.1132041866874,0.345607180885293,0.0401760187108234,74,60.0344591900142,60.1919491833606,171.770707326263,0.94793714270768,0.110195454517331,74,171.554724235409,171.986690417117,0,0,0,74,0,0
"upper","BAU_n_h_LD-HR_5","BAU","north","heavy","LD-HR",5,"winterwheat",191.76,72,168.66,182,614.42,5.2095777072729,0.45231715928908,0.0525808017306675,74,5.10651933588079,5.31263607866501,389.32643723257,81.6251539131905,9.48873140450922,74,370.728523679732,407.924350785408,110.805080215892,0.633384239061,0.073629422208392,74,110.660766548363,110.94939388342,59.1977924060186,0.288919130652402,0.0335861667262588,74,59.1319635192352,59.2636212928021,170.002872621911,0.922236984906216,0.107207871857567,74,169.79274519307,170.213000050751,0,0,0,74,0,0
"upper","BAU_n_h_LD-HR_6","BAU","north","heavy","LD-HR",6,"wosr",202.3,23.49,67.26,192,485.05,3.35,3.88958086150824e-16,4.52154590853483e-17,74,3.35,3.35,546.2,7.16552070647653e-14,8.32974862497841e-15,74,546.2,546.2,203,2.57670316109184e-14,2.99535658220661e-15,74,203,203,111,1.38160315009754e-14,1.60608103879862e-15,74,111,111,314,4.36267627919965e-14,5.0715081606063e-15,74,314,314,0,0,0,74,0,0
"lower","BAU_n_m_LD-HR_1","BAU","north","medium","LD-HR",1,"winterwheat",191.76,72,168.66,182,614.42,7.94,0,0,74,7.94,7.94,896.63,0,0,74,896.63,896.63,105,0,0,74,105,105,56,0,0,74,56,56,161,0,0,74,161,161,0,0,0,74,0,0
"lower","BAU_n_m_LD-HR_2","BAU","north","medium","LD-HR",2,"winterwheat",191.76,72,168.66,182,614.42,7.01834477393722,0.0883916375284929,0.0102753191473869,74,6.99820514840834,7.0384843994661,712.570284876766,16.036359870056,1.86418896894015,74,708.916474497643,716.224095255888,114.86229209702,0.0953523597934144,0.0110844866746355,74,114.840566503137,114.884017690902,62,4.24048418385578e-15,4.92946273503746e-16,74,62,62,176.86229209702,0.0953523597934132,0.0110844866746354,74,176.840566503137,176.884017690902,0,0,0,74,0,0
"lower","BAU_n_m_LD-HR_3","BAU","north","medium","LD-HR",3,"wosr",202.3,23.49,67.26,192,485.05,2.86,3.16161987553683e-16,3.67530845136685e-17,74,2.86,2.86,404.05,4.10119632021736e-14,4.76754388250108e-15,74,404.05,404.05,189,1.82200427831285e-14,2.11803695135006e-15,74,189,189,103,1.07791226756477e-14,1.253047558774e-15,74,103,103,292,2.74310998766572e-14,3.18880058880727e-15,74,292,292,0,0,0,74,0,0
"lower","BAU_n_m_LD-HR_4","BAU","north","medium","LD-HR",4,"winterwheat",191.76,72,168.66,182,614.42,7.51717558120118,0.121494600078281,0.0141234603792249,74,7.4894935988579,7.54485756354446,819.877105259403,22.0542188122682,2.5637508612657,74,814.852153571322,824.902056947484,104.589490855535,0.1179559224061,0.0137120974555583,74,104.562615144522,104.616366566548,56,5.45334534899956e-15,6.33938520075788e-16,74,56,56,160.589490855535,0.117955922406099,0.0137120974555582,74,160.562615144522,160.616366566548,0,0,0,74,0,0
"lower","BAU_n_m_LD-HR_5","BAU","north","medium","LD-HR",5,"winterwheat",191.76,72,168.66,182,614.42,6.64386784172015,0.0422528384906489,0.0049117927047619,74,6.63424072801881,6.65349495542148,644.203313430411,7.66294197092545,0.890798909950992,74,642.457347566907,645.949279293915,114.879917580491,0.0482613803434043,0.00561027150743812,74,114.868921448337,114.890913712646,62,6.54824045373706e-15,7.61217490673689e-16,74,62,62,176.879917580491,0.0482613803434033,0.005610271507438,74,176.868921448337,176.890913712646,0,0,0,74,0,0
"lower","BAU_n_m_LD-HR_6","BAU","north","medium","LD-HR",6,"wosr",202.3,23.49,67.26,192,485.05,2.86,3.71187958545833e-16,4.31497237110918e-17,74,2.86,2.86,404.05,4.79756019506996e-14,5.5770504440822e-15,74,404.05,404.05,189,2.44447525296179e-14,2.84164476124509e-15,74,189,189,103,1.30964809074741e-14,1.52243498134738e-15,74,103,103,292,4.2077386421943e-14,4.89139681606212e-15,74,292,292,0,0,0,74,0,0
"upper","BAU_n_m_LD-HR_1","BAU","north","medium","LD-HR",1,"winterwheat",191.76,72,168.66,182,614.42,7.817,0.123839600190499,0.0143960611051241,74,7.78878372023396,7.84521627976604,874.484,22.2971689903966,2.59199324580551,74,869.403693238221,879.564306761779,104.7,0.302047805342676,0.0351123441588388,74,104.631179805449,104.768820194551,56,0,0,74,56,56,160.7,0.302047805342676,0.0351123441588388,74,160.631179805449,160.768820194551,0,0,0,74,0,0
"upper","BAU_n_m_LD-HR_2","BAU","north","medium","LD-HR",2,"winterwheat",191.76,72,168.66,182,614.42,5.4593492677207,0.655102987143282,0.0761541753894291,74,5.31008708395742,5.60861145148398,431.246686955408,118.28646293092,13.7505220110777,74,404.295663813696,458.19771009712,112.629197945646,0.862676324779987,0.10028408575587,74,112.432641137564,112.825754753727,61.0360024383161,0.407492618718542,0.0473700547315659,74,60.9431571310423,61.12884774559,173.665200383962,1.27003620914576,0.147638710432346,74,173.375828511514,173.954572256409,0,0,0,74,0,0
"upper","BAU_n_m_LD-HR_3","BAU","north","medium","LD-HR",3,"wosr",202.3,23.49,67.26,192,485.05,2.86,3.16161987553683e-16,3.67530845136685e-17,74,2.86,2.86,404.05,4.10119632021736e-14,4.76754388250108e-15,74,404.05,404.05,189,1.82200427831285e-14,2.11803695135006e-15,74,189,189,103,1.07791226756477e-14,1.253047558774e-15,74,103,103,292,2.74310998766572e-14,3.18880058880727e-15,74,292,292,0,0,0,74,0,0
"upper","BAU_n_m_LD-HR_4","BAU","north","medium","LD-HR",4,"winterwheat",191.76,72,168.66,182,614.42,4.27615500121175,0.543130009190607,0.0631375810993169,74,4.15240534225709,4.39990466016641,234.458356995683,98.1508498765697,11.4098045388503,74,212.095140099536,256.821573891829,100.49062135658,0.666233173178849,0.0774480332348433,74,100.338823211439,100.64241950172,54.0319646325376,0.304675901635429,0.0354178541472627,74,53.962545638409,54.1013836266663,154.522585989117,0.970846467131799,0.112858609386851,74,154.301383114719,154.743788863515,0,0,0,74,0,0
"upper","BAU_n_m_LD-HR_5","BAU","north","medium","LD-HR",5,"winterwheat",191.76,72,168.66,182,614.42,5.14837019016551,0.372078092925033,0.0432531997308385,74,5.06359391869307,5.23314646163796,374.506365777229,67.145144763897,7.80546453191495,74,359.207655294676,389.805076259783,112.615326787086,0.512606563399898,0.0595893025998221,74,112.49853175399,112.732121820181,61.0362748470183,0.245987459508391,0.0285954613284413,74,60.9802277428146,61.0923219512221,173.651601634104,0.758583840483132,0.0881835802453822,74,173.478761816823,173.824441451385,0,0,0,74,0,0
"upper","BAU_n_m_LD-HR_6","BAU","north","medium","LD-HR",6,"wosr",202.3,23.49,67.26,192,485.05,2.86,3.71187958545833e-16,4.31497237110918e-17,74,2.86,2.86,404.05,4.79756019506996e-14,5.5770504440822e-15,74,404.05,404.05,189,2.44447525296179e-14,2.84164476124509e-15,74,189,189,103,1.30964809074741e-14,1.52243498134738e-15,74,103,103,292,4.2077386421943e-14,4.89139681606212e-15,74,292,292,0,0,0,74,0,0
"lower","BAU_n_l_LD-HR_1","BAU","north","light","LD-HR",1,"winterwheat",142.06,72,168.66,182,564.72,6.48,0,0,74,6.48,6.48,700.88,0,0,74,700.88,700.88,91,0,0,74,91,91,49,0,0,74,49,49,140,0,0,74,140,140,0,0,0,74,0,0
"lower","BAU_n_l_LD-HR_2","BAU","north","light","LD-HR",2,"winterwheat",142.06,72,168.66,182,564.72,5.73097849712465,0.0706483392276358,0.00821270261638501,74,5.71488159999654,5.74707539425277,556.183575725249,12.8933219090435,1.49881822749026,74,553.245891999368,559.12125945113,96,5.51639189840105e-15,6.41267532574657e-16,74,96,96,52,3.11166468920659e-15,3.61723672682787e-16,74,52,52,148,8.14825084320597e-15,9.47214920415028e-16,74,148,148,0,0,0,74,0,0
"lower","BAU_n_l_LD-HR_3","BAU","north","light","LD-HR",3,"wosr",202.3,23.49,67.26,192,485.05,2.37,2.07906842313098e-16,2.41686794975812e-17,74,2.37,2.37,262.9,1.62965016864119e-14,1.89442984083006e-15,74,262.9,262.9,174,1.4499918645015e-14,1.68558130446048e-15,74,174,174,95,8.14825084320597e-15,9.47214920415028e-16,74,95,95,269,2.10386932109715e-14,2.44569840803106e-15,74,269,269,0,0,0,74,0,0
"lower","BAU_n_l_LD-HR_4","BAU","north","light","LD-HR",4,"winterwheat",142.06,72,168.66,182,564.72,6.15948135094009,0.0996383005638383,0.0115827171689932,74,6.13677922528886,6.18218347659132,642.385346546566,18.1839898529004,2.11384588334125,74,638.242208615218,646.528484477915,91,7.62199073919215e-15,8.86038425958346e-16,74,91,91,49,4.24048418385578e-15,4.92946273503746e-16,74,49,49,140,1.37155499383286e-14,1.59440029440364e-15,74,140,140,0,0,0,74,0,0
"lower","BAU_n_l_LD-HR_5","BAU","north","light","LD-HR",5,"winterwheat",142.06,72,168.66,182,564.72,5.42828223254562,0.0333248628273805,0.00387393661514466,74,5.42068931677994,5.43587514831131,500.942065687248,6.08155409861018,0.70696630385623,74,499.556411731689,502.327719642806,96,9.55467104249196e-15,1.11070794766364e-15,74,96,96,52,4.32126256952996e-15,5.02336570099907e-16,74,52,52,148,1.4499918645015e-14,1.68558130446048e-15,74,148,148,0,0,0,74,0,0
"lower","BAU_n_l_LD-HR_6","BAU","north","light","LD-HR",6,"wosr",202.3,23.49,67.26,192,485.05,2.37,2.65030261490986e-16,3.08091420939841e-17,74,2.37,2.37,262.9,2.89998372900301e-14,3.37116260892096e-15,74,262.9,262.9,174,1.76022336201337e-14,2.04621809495761e-15,74,174,174,95,1.1157451977586e-14,1.29702744679193e-15,74,95,95,269,3.32650947700957e-14,3.86698871961299e-15,74,269,269,0,0,0,74,0,0
"upper","BAU_n_l_LD-HR_1","BAU","north","light","LD-HR",1,"winterwheat",142.06,72,168.66,182,564.72,6.381,0.0996757757630842,0.011587073572417,74,6.35828933579806,6.40371066420194,682.814,18.1893188377361,2.11446536524529,74,678.669647884119,686.958352115881,91,0,0,74,91,91,49,0,0,74,49,49,140,0,0,74,140,140,0,0,0,74,0,0
"upper","BAU_n_l_LD-HR_2","BAU","north","light","LD-HR",2,"winterwheat",142.06,72,168.66,182,564.72,4.48004230439861,0.532698436389076,0.0619249353927547,74,4.35866943102881,4.60141517776841,330.04644651101,96.2257823933227,11.1860199895003,74,308.121847331589,351.97104569043,94.5156571960979,0.653297609848944,0.0759443045419206,74,94.3668063591957,94.6645080330001,51.3270506299597,0.34031620872375,0.0395609556903847,74,51.2495111568066,51.4045901031129,145.842707826058,0.992848686097307,0.115416315388715,74,145.616491847896,146.06892380422,0,0,0,74,0,0
"upper","BAU_n_l_LD-HR_3","BAU","north","light","LD-HR",3,"wosr",202.3,23.49,67.26,192,485.05,2.37,2.07906842313098e-16,2.41686794975812e-17,74,2.37,2.37,262.9,1.62965016864119e-14,1.89442984083006e-15,74,262.9,262.9,174,1.4499918645015e-14,1.68558130446048e-15,74,174,174,95,8.14825084320597e-15,9.47214920415028e-16,74,95,95,269,2.10386932109715e-14,2.44569840803106e-15,74,269,269,0,0,0,74,0,0
"upper","BAU_n_l_LD-HR_4","BAU","north","light","LD-HR",4,"winterwheat",142.06,72,168.66,182,564.72,3.60901488769436,0.476010506251403,0.0553350973689756,74,3.50055809685117,3.71747167853755,181.457660174041,85.9820585437974,9.99521128004928,74,161.867046065144,201.048274282937,87.9829078393523,0.550107561656034,0.0639487050976339,74,87.8575683773609,88.1082473013437,47.4855428527049,0.340875491925049,0.0396259710419248,74,47.4078759494627,47.5632097559471,135.468450692057,0.890637702914717,0.103534529940055,74,135.265523013375,135.67137837074,0,0,0,74,0,0
"upper","BAU_n_l_LD-HR_5","BAU","north","light","LD-HR",5,"winterwheat",142.06,72,168.66,182,564.72,4.26376497311452,0.306201548867262,0.0355952070355193,74,4.1939983673249,4.33353157890413,290.469305888107,55.2954680972909,6.42796759954426,74,277.870489393001,303.068122383214,94.5736947458655,0.393473847523109,0.045740405682007,74,94.4840435507287,94.6633459410022,51.3756988696221,0.193062653317564,0.0224430775777834,74,51.3317104375696,51.4196873016745,145.949393615488,0.586432808371883,0.068171429255138,74,145.815777614147,146.083009616828,0,0,0,74,0,0
"upper","BAU_n_l_LD-HR_6","BAU","north","light","LD-HR",6,"wosr",202.3,23.49,67.26,192,485.05,2.37,2.65030261490986e-16,3.08091420939841e-17,74,2.37,2.37,262.9,2.89998372900301e-14,3.37116260892096e-15,74,262.9,262.9,174,1.76022336201337e-14,2.04621809495761e-15,74,174,174,95,1.1157451977586e-14,1.29702744679193e-15,74,95,95,269,3.32650947700957e-14,3.86698871961299e-15,74,269,269,0,0,0,74,0,0
"lower","BAU_c_h_LD-HR_1","BAU","central","heavy","LD-HR",1,"winterwheat",191.76,72,168.66,182,614.42,8.96,0,0,74,8.96,8.96,1063.78,0,0,74,1063.78,1063.78,117,0,0,74,117,117,63,0,0,74,63,63,180,0,0,74,180,180,0,0,0,74,0,0
"lower","BAU_c_h_LD-HR_2","BAU","central","heavy","LD-HR",2,"winterwheat",191.76,72,168.66,182,614.42,7.86725537159159,0.122863377723705,0.0142825775484707,74,7.83926151959659,7.89524922358659,869.728256425045,22.1889159940332,2.57940909059133,74,864.672614607486,874.783898242604,113.813157997713,0.116679371057651,0.0135637013755659,74,113.786573143017,113.839742852409,60.8131579977128,0.11667937105765,0.0135637013755658,74,60.7865731430167,60.8397428524089,174.626315995426,0.2333587421153,0.0271274027511315,74,174.573146286033,174.679485704818,0,0,0,74,0,0
"lower","BAU_c_h_LD-HR_3","BAU","central","heavy","LD-HR",3,"wosr",202.3,23.49,67.26,192,485.05,3.35,3.11860263469647e-16,3.62530192463718e-17,74,3.35,3.35,546.2,3.76351585419965e-14,4.37499831425637e-15,74,546.2,546.2,203,1.72850502781198e-14,2.00934628039963e-15,74,203,203,111,9.2606104593551e-15,1.07652409922635e-15,74,111,111,314,2.39878009753498e-14,2.7885252220411e-15,74,314,314,0,0,0,74,0,0
"lower","BAU_c_h_LD-HR_4","BAU","central","heavy","LD-HR",4,"winterwheat",191.76,72,168.66,182,614.42,8.33745381349262,0.150681174149014,0.0175163306979692,74,8.3031218053246,8.37178582166064,951.232162931589,27.2410956888885,3.16671305062772,74,945.025405352359,957.43892051082,116.467909242301,0.128787328332491,0.014971222818777,74,116.438565645577,116.497252839026,62.4679092423014,0.128787328332491,0.014971222818777,74,62.4385656455766,62.4972528390262,178.935818484603,0.257574656664982,0.0299424456375541,74,178.877131291153,178.994505678052,0,0,0,74,0,0
"lower","BAU_c_h_LD-HR_5","BAU","central","heavy","LD-HR",5,"winterwheat",191.76,72,168.66,182,614.42,7.42308455082871,0.0697639809889988,0.00810989805933981,74,7.40718915063241,7.43897995102502,788.680167796635,12.5918899824287,1.46377747777928,74,785.811163940188,791.549171653083,113.806017647892,0.070149804916036,0.00815474917982876,74,113.7900343395,113.822000956285,60.8060176478921,0.0701498049160356,0.00815474917982871,74,60.7900343394997,60.8220009562846,174.612035295784,0.140299609832072,0.0163094983596574,74,174.580068678999,174.644001912569,0,0,0,74,0,0
"lower","BAU_c_h_LD-HR_6","BAU","central","heavy","LD-HR",6,"wosr",202.3,23.49,67.26,192,485.05,3.35,3.52523202579255e-16,4.09799899022475e-17,74,3.35,3.35,546.2,7.16552070647653e-14,8.32974862497841e-15,74,546.2,546.2,203,2.57670316109184e-14,2.99535658220661e-15,74,203,203,111,1.30964809074741e-14,1.52243498134738e-15,74,111,111,314,4.26001069165801e-14,4.95216183928668e-15,74,314,314,0,0,0,74,0,0
"upper","BAU_c_h_LD-HR_1","BAU","central","heavy","LD-HR",1,"winterwheat",191.76,72,168.66,182,614.42,8.822,0.138941990457632,0.016151678313066,74,8.79034271050639,8.85365728949361,1038.895,25.0548654531752,2.91256894797571,74,1033.18636486197,1044.60363513803,117,0,0,74,117,117,62.7,0.302047805342679,0.0351123441588393,74,62.6311798054487,62.7688201945513,179.7,0.30204780534269,0.0351123441588405,74,179.631179805449,179.768820194551,0,0,0,74,0,0
"upper","BAU_c_h_LD-HR_2","BAU","central","heavy","LD-HR",2,"winterwheat",191.76,72,168.66,182,614.42,5.77862446832421,0.767706094622104,0.0892440207490587,74,5.60370618765605,5.95354274899236,492.667998687478,138.625411092535,16.1148767093985,74,461.082840337057,524.253157037899,111.15898792328,1.00529641338499,0.116863334293635,74,110.929935788064,111.388040058495,59.3521812121464,0.476919553078757,0.055440771916163,74,59.2435172991907,59.460845125102,170.511169135426,1.4816541880664,0.17223880079761,74,170.173581085863,170.84875718499,0,0,0,74,0,0
"upper","BAU_c_h_LD-HR_3","BAU","central","heavy","LD-HR",3,"wosr",202.3,23.49,67.26,192,485.05,3.35,3.11860263469647e-16,3.62530192463718e-17,74,3.35,3.35,546.2,3.76351585419965e-14,4.37499831425637e-15,74,546.2,546.2,203,1.72850502781198e-14,2.00934628039963e-15,74,203,203,111,9.2606104593551e-15,1.07652409922635e-15,74,111,111,314,2.39878009753498e-14,2.7885252220411e-15,74,314,314,0,0,0,74,0,0
"upper","BAU_c_h_LD-HR_4","BAU","central","heavy","LD-HR",4,"winterwheat",191.76,72,168.66,182,614.42,4.26979865149434,0.542681271807927,0.0630854164381644,74,4.14615123527554,4.39344606771314,216.049690596999,98.0923238880672,11.4030010308818,74,193.699808576471,238.399572617527,111.658833442157,0.601887656311441,0.0699680188352565,74,111.52169612524,111.795970759074,60.1140068436038,0.345219065518182,0.0401309012158365,74,60.0353502772208,60.1926634099869,171.772840285761,0.946665040017357,0.110047575583341,74,171.557147037618,171.988533533904,0,0,0,74,0,0
"upper","BAU_c_h_LD-HR_5","BAU","central","heavy","LD-HR",5,"winterwheat",191.76,72,168.66,182,614.42,5.21733955351062,0.452193110791381,0.0525663813857203,74,5.11430944599461,5.32036966102663,390.727142072411,81.6027743885568,9.48612983761434,74,372.134327590687,409.319956554135,110.815981004706,0.633365998954804,0.0736273018391163,74,110.671671493101,110.96029051631,59.2027152334245,0.288679598863293,0.0335583217213707,74,59.1369409228506,59.2684895439984,170.01869623813,0.92197755536125,0.107177713785544,74,169.80862791911,170.22876455715,0,0,0,74,0,0
"upper","BAU_c_h_LD-HR_6","BAU","central","heavy","LD-HR",6,"wosr",202.3,23.49,67.26,192,485.05,3.35,3.52523202579255e-16,4.09799899022475e-17,74,3.35,3.35,546.2,7.16552070647653e-14,8.32974862497841e-15,74,546.2,546.2,203,2.57670316109184e-14,2.99535658220661e-15,74,203,203,111,1.30964809074741e-14,1.52243498134738e-15,74,111,111,314,4.26001069165801e-14,4.95216183928668e-15,74,314,314,0,0,0,74,0,0
